teacher_id,experience,exp_cat,degree,salary,score,rating,retained
3081,13,Mid,MA,47000,223.2006487,Developing,1
3082,8,Mid,BA,41000,245.9406001,Developing,0
3083,1,New,BA,34000,159.8419572,Minimally Effective,1
3084,30,Career,BA,63000,253.3007681,Proficient,0
3085,3,Novice,BA,36000,241.9679815,Developing,1
3086,32,Career,BA,65000,231.8680313,Developing,1
3087,16,Experienced,BA,49000,244.0088696,Developing,1
3088,13,Mid,MA,47000,281.3078548,Highly Effective,1
3089,5,Novice,BA,38000,231.1524161,Developing,1
3090,11,Mid,MA,45000,241.7070737,Developing,1
3091,10,Mid,MA,44000,201.5507466,Developing,0
3092,18,Experienced,BA,51000,195.4409759,Minimally Effective,1
3093,36,Career,MA,70000,183.3770782,Minimally Effective,1
3094,3,Novice,MA,37000,198.7999579,Minimally Effective,1
3095,23,Experienced,BA,58000,215.6135402,Developing,1
3096,4,Novice,BA,37000,225.7309503,Developing,1
3097,14,Mid,MA,48000,237.682029,Developing,1
3098,27,Career,BA,60000,207.9040051,Developing,1
3099,19,Experienced,BA,52000,281.0447313,Highly Effective,1
3100,1,New,BA,34000,195.6591436,Minimally Effective,1
3101,18,Experienced,BA,51000,218.4460746,Developing,1
3102,1,New,BA,34000,178.8596013,Minimally Effective,0
3103,38,Career,BA,71000,226.7411445,Developing,1
3104,2,New,MA,36000,218.5511097,Developing,1
3105,24,Experienced,BA,57000,256.3210677,Proficient,1
3106,17,Experienced,MA,51000,226.3028417,Developing,1
3107,24,Experienced,BA,57000,246.6170199,Developing,0
3108,2,New,BA,35000,144.6547739,Ineffective,0
3109,23,Experienced,BA,56000,226.5657856,Developing,1
3110,7,Mid,BA,40000,246.4122098,Developing,1
3111,2,New,MA,36000,217.5973389,Developing,1
3112,3,Novice,MA,37000,185.8122959,Minimally Effective,1
3113,17,Experienced,BA,50000,190.1034368,Minimally Effective,0
3114,20,Experienced,PhD or EdD,57000,282.6114361,Highly Effective,1
3115,18,Experienced,BA,51000,221.5355857,Developing,1
3116,1,New,BA,34000,150.842607,Minimally Effective,0
3117,15,Mid,BA,48000,266.3674248,Proficient,1
3118,36,Career,MA,72000,226.3560012,Developing,0
3119,11,Mid,BA,44000,202.5042338,Developing,1
3120,23,Experienced,BA,56000,255.3143808,Proficient,1
3121,10,Mid,BA,43000,241.5602755,Developing,0
3122,11,Mid,MA,45000,219.6703991,Developing,1
3123,37,Career,BA,70000,224.1998815,Developing,1
3124,11,Mid,MA,45000,248.7272636,Developing,1
3125,16,Experienced,MA,50000,257.589681,Proficient,1
3126,30,Career,BA,63000,250.8529484,Proficient,1
3127,15,Mid,MA,49000,186.6130409,Minimally Effective,1
3128,12,Mid,MA,48000,258.8228894,Proficient,1
3129,17,Experienced,BA,50000,236.0899616,Developing,1
3130,6,Novice,MA,40000,263.9399556,Proficient,1
3131,9,Mid,MA,43000,223.4232809,Developing,1
3132,4,Novice,BA,37000,219.660448,Developing,0
3133,8,Mid,MA,42000,211.6102497,Developing,1
3134,4,Novice,BA,37000,166.2848449,Minimally Effective,1
3135,5,Novice,MA,39000,225.6598106,Developing,1
3136,17,Experienced,BA,50000,279.1055349,Highly Effective,1
3137,14,Mid,BA,47000,249.2862569,Developing,1
3138,15,Mid,PhD or EdD,50000,299.8013431,Highly Effective,1
3139,1,New,BA,34000,196.610411,Minimally Effective,1
3140,23,Experienced,MA,57000,243.2944637,Developing,1
3141,8,Mid,BA,41000,217.2765838,Developing,1
3142,11,Mid,BA,44000,228.7955597,Developing,1
3143,1,New,BA,34000,178.5879487,Minimally Effective,1
3144,7,Mid,BA,40000,203.1633465,Developing,1
3145,2,New,BA,35000,182.9246396,Minimally Effective,1
3146,14,Mid,BA,47000,221.3150736,Developing,1
3147,9,Mid,BA,42000,232.0931176,Developing,1
3148,19,Experienced,BA,52000,266.1539187,Proficient,1
3149,4,Novice,BA,37000,181.7443398,Minimally Effective,1
3150,2,New,BA,35000,173.7817545,Minimally Effective,1
3151,2,New,BA,35000,239.5198091,Developing,1
3152,12,Mid,MA,46000,207.6116248,Developing,1
3153,16,Experienced,BA,49000,208.072137,Developing,1
3154,4,Novice,MA,38000,218.0623667,Developing,0
3155,17,Experienced,BA,50000,229.9020341,Developing,0
3156,3,Novice,BA,36000,177.2387968,Minimally Effective,1
3157,27,Career,BA,60000,240.3079099,Developing,0
3158,29,Career,BA,62000,220.6272994,Developing,1
3159,16,Experienced,BA,49000,207.1056817,Developing,1
3160,35,Career,MA,69000,236.5646341,Developing,1
3161,19,Experienced,BA,54000,218.3233541,Developing,0
3162,2,New,MA,36000,219.3695211,Developing,1
3163,6,Novice,BA,39000,246.9465809,Developing,1
3164,34,Career,BA,67000,276.268319,Highly Effective,0
3165,2,New,BA,35000,166.3115073,Minimally Effective,1
3166,12,Mid,MA,46000,292.1830433,Highly Effective,0
3167,28,Career,MA,62000,170.4580847,Minimally Effective,0
3168,1,New,MA,35000,180.7642066,Minimally Effective,0
3169,21,Experienced,MA,55000,237.6449599,Developing,1
3170,9,Mid,BA,42000,153.1006487,Minimally Effective,0
3171,17,Experienced,BA,50000,249.1521894,Developing,1
3172,21,Experienced,BA,54000,236.1719854,Developing,0
3173,25,Career,BA,58000,236.5910724,Developing,0
3174,3,Novice,MA,37000,224.0343081,Developing,1
3175,20,Experienced,BA,53000,204.0673725,Developing,1
3176,18,Experienced,MA,52000,143.3467723,Ineffective,1
3177,21,Experienced,MA,57000,221.1924293,Developing,1
3178,22,Experienced,MA,56000,252.9928656,Proficient,1
3179,27,Career,BA,60000,229.3707126,Developing,1
3180,14,Mid,BA,47000,248.2365203,Developing,0
3181,11,Mid,BA,48000,226.5909846,Developing,1
3182,3,Novice,MA,37000,242.0797707,Developing,1
3183,3,Novice,MA,37000,219.0042168,Developing,1
3184,27,Career,BA,62000,202.2742562,Developing,0
3185,3,Novice,MA,37000,185.9816646,Minimally Effective,1
3186,2,New,MA,36000,219.9141079,Developing,1
3187,2,New,MA,36000,159.0064674,Minimally Effective,1
3188,12,Mid,BA,45000,247.809392,Developing,1
3189,1,New,MA,35000,154.2989794,Minimally Effective,1
3190,20,Experienced,BA,53000,199.5703838,Minimally Effective,1
3191,27,Career,MA,61000,220.4180199,Developing,1
3192,32,Career,BA,65000,235.6781724,Developing,0
3193,6,Novice,MA,40000,196.1408987,Minimally Effective,1
3194,1,New,MA,35000,161.1154298,Minimally Effective,0
3195,34,Career,MA,68000,224.7693285,Developing,1
3196,7,Mid,PhD or EdD,42000,217.6713077,Developing,1
3197,5,Novice,BA,38000,266.9474456,Proficient,0
3198,2,New,BA,35000,224.3113349,Developing,0
3199,15,Mid,MA,49000,226.6215337,Developing,1
3200,36,Career,BA,69000,216.3891935,Developing,1
3201,30,Career,MA,66000,224.2278124,Developing,1
3202,18,Experienced,BA,51000,245.7922878,Developing,1
3203,2,New,BA,35000,211.034849,Developing,0
3204,8,Mid,BA,41000,267.9681543,Proficient,1
3205,24,Experienced,MA,58000,248.155926,Developing,1
3206,4,Novice,BA,37000,221.1259305,Developing,1
3207,3,Novice,BA,36000,201.3628105,Developing,1
3208,2,New,MA,36000,181.8596863,Minimally Effective,1
3209,27,Career,BA,60000,253.0896502,Proficient,1
3210,21,Experienced,BA,54000,210.323127,Developing,1
3211,21,Experienced,BA,54000,222.8163964,Developing,0
3212,9,Mid,BA,42000,238.5719521,Developing,1
3213,1,New,MA,35000,142.959828,Ineffective,1
3214,24,Experienced,BA,57000,250.4130452,Proficient,1
3215,37,Career,BA,70000,193.6319932,Minimally Effective,1
3216,2,New,BA,35000,229.7303009,Developing,1
3217,1,New,MA,35000,229.0012632,Developing,0
3218,6,Novice,MA,40000,219.0022866,Developing,0
3219,7,Mid,BA,40000,182.3936722,Minimally Effective,1
3220,23,Experienced,BA,56000,188.196178,Minimally Effective,1
3221,33,Career,BA,66000,185.0058096,Minimally Effective,1
3222,5,Novice,BA,38000,207.3096483,Developing,1
3223,15,Mid,BA,48000,219.3090562,Developing,1
3224,9,Mid,MA,43000,230.5932687,Developing,1
3225,14,Mid,BA,49000,217.8638121,Developing,0
3226,3,Novice,MA,37000,214.5850607,Developing,1
3227,26,Career,BA,59000,239.2323424,Developing,1
3228,13,Mid,MA,47000,193.3155919,Minimally Effective,1
3229,21,Experienced,MA,55000,233.4696269,Developing,1
3230,14,Mid,BA,47000,267.3127294,Proficient,1
3231,19,Experienced,MA,53000,237.1158124,Developing,1
3232,23,Experienced,BA,56000,254.7900603,Proficient,0
3233,16,Experienced,BA,49000,195.8037083,Minimally Effective,1
3234,8,Mid,BA,41000,239.4395821,Developing,1
3235,23,Experienced,BA,56000,210.6103547,Developing,0
3236,1,New,BA,34000,238.6047565,Developing,1
3237,30,Career,BA,63000,207.2982224,Developing,1
3238,3,Novice,PhD or EdD,38000,210.6665298,Developing,1
3239,29,Career,PhD or EdD,64000,185.9516927,Minimally Effective,1
3240,14,Mid,MA,48000,188.7531529,Minimally Effective,1
3241,8,Mid,BA,41000,251.1635973,Proficient,1
3242,1,New,MA,35000,197.6371997,Minimally Effective,1
3243,1,New,BA,34000,189.3736902,Minimally Effective,0
3244,25,Career,BA,58000,273.0925889,Proficient,1
3245,10,Mid,BA,43000,235.5805844,Developing,1
3246,5,Novice,BA,38000,205.5925568,Developing,1
3247,11,Mid,BA,44000,254.0898243,Proficient,1
3248,9,Mid,BA,42000,243.7413612,Developing,1
3249,14,Mid,BA,47000,212.5575142,Developing,1
3250,26,Career,MA,60000,237.2021494,Developing,1
3251,17,Experienced,MA,53000,214.6884827,Developing,1
3252,1,New,BA,34000,199.1622326,Minimally Effective,1
3253,31,Career,BA,64000,184.4972836,Minimally Effective,1
3254,2,New,MA,36000,188.4799538,Minimally Effective,1
3255,9,Mid,BA,42000,198.6992237,Minimally Effective,1
3256,10,Mid,MA,44000,272.2462037,Proficient,1
3257,7,Mid,MA,41000,185.085157,Minimally Effective,1
3258,13,Mid,MA,47000,212.3696363,Developing,1
3259,8,Mid,BA,41000,195.7456407,Minimally Effective,0
3260,15,Mid,BA,50000,214.5006397,Developing,0
3261,31,Career,BA,64000,227.9853905,Developing,1
3262,9,Mid,MA,43000,240.3705643,Developing,1
3263,7,Mid,MA,41000,230.4803104,Developing,1
3264,25,Career,BA,58000,235.9232969,Developing,1
3265,6,Novice,MA,40000,184.6747652,Minimally Effective,1
3266,18,Experienced,MA,52000,208.5303284,Developing,1
3267,32,Career,PhD or EdD,67000,277.7758403,Highly Effective,1
3268,2,New,BA,35000,221.7082679,Developing,1
3269,3,Novice,BA,36000,202.4394148,Developing,1
3270,5,Novice,MA,39000,184.1061299,Minimally Effective,1
3271,10,Mid,PhD or EdD,45000,207.6450454,Developing,1
3272,1,New,MA,35000,236.4994167,Developing,1
3273,3,Novice,BA,36000,245.6982818,Developing,1
3274,20,Experienced,BA,53000,202.4448874,Developing,1
3275,16,Experienced,BA,49000,191.7338535,Minimally Effective,1
3276,1,New,BA,34000,190.0449781,Minimally Effective,1
3277,3,Novice,MA,37000,246.3493421,Developing,1
3278,9,Mid,BA,42000,247.3459306,Developing,1
3279,16,Experienced,BA,49000,246.6586934,Developing,1
3280,3,Novice,BA,36000,173.5633697,Minimally Effective,1
3281,10,Mid,BA,43000,279.3308945,Highly Effective,1
3282,14,Mid,BA,47000,271.9115481,Proficient,0
3283,9,Mid,BA,42000,268.1979796,Proficient,0
3284,9,Mid,BA,42000,276.5112897,Highly Effective,0
3285,35,Career,BA,72000,244.9271166,Developing,1
3286,23,Experienced,MA,57000,223.0774407,Developing,1
3287,1,New,MA,35000,225.9859871,Developing,1
3288,20,Experienced,BA,53000,208.413713,Developing,1
3289,1,New,MA,35000,206.7726573,Developing,0
3290,9,Mid,MA,43000,228.3023912,Developing,1
3291,28,Career,BA,63000,253.9682137,Proficient,1
3292,18,Experienced,BA,51000,238.9193155,Developing,1
3293,13,Mid,BA,46000,272.4936263,Proficient,1
3294,9,Mid,MA,43000,289.6834492,Highly Effective,1
3295,9,Mid,BA,42000,226.9400668,Developing,1
3296,21,Experienced,BA,56000,254.8739005,Proficient,1
3297,10,Mid,BA,43000,225.495175,Developing,1
3298,10,Mid,MA,44000,262.983558,Proficient,1
3299,10,Mid,MA,44000,210.6659241,Developing,1
3300,29,Career,MA,63000,270.2757807,Proficient,1
3301,10,Mid,MA,44000,220.0271848,Developing,1
3302,13,Mid,BA,46000,273.9224193,Proficient,1
3303,9,Mid,BA,42000,227.4738204,Developing,1
3304,28,Career,MA,62000,218.1393115,Developing,0
3305,3,Novice,BA,36000,173.1301938,Minimally Effective,1
3306,11,Mid,BA,44000,223.8813824,Developing,1
3307,4,Novice,BA,37000,234.8939315,Developing,0
3308,7,Mid,MA,41000,208.8338523,Developing,1
3309,12,Mid,BA,45000,213.2423332,Developing,1
3310,16,Experienced,BA,49000,244.1717161,Developing,1
3311,1,New,MA,35000,167.9363262,Minimally Effective,0
3312,14,Mid,BA,49000,261.2015978,Proficient,1
3313,19,Experienced,BA,52000,236.7116249,Developing,1
3314,11,Mid,BA,46000,224.4095326,Developing,1
3315,1,New,BA,34000,182.0810976,Minimally Effective,1
3316,13,Mid,MA,47000,224.855864,Developing,1
3317,9,Mid,BA,42000,228.4215205,Developing,1
3318,10,Mid,MA,44000,250.366694,Proficient,1
3319,12,Mid,BA,45000,263.0442509,Proficient,1
3320,19,Experienced,BA,52000,259.9318702,Proficient,0
3321,10,Mid,MA,44000,203.5194829,Developing,1
3322,24,Experienced,MA,58000,194.7317159,Minimally Effective,1
3323,6,Novice,BA,39000,254.5979049,Proficient,1
3324,22,Experienced,BA,57000,229.1283731,Developing,1
3325,7,Mid,BA,40000,226.8378942,Developing,1
3326,35,Career,BA,68000,200.4185654,Developing,1
3327,7,Mid,BA,40000,199.6897825,Minimally Effective,1
3328,18,Experienced,BA,51000,240.2161281,Developing,1
3329,9,Mid,BA,42000,241.4141009,Developing,1
3330,4,Novice,MA,38000,189.0643486,Minimally Effective,1
3331,16,Experienced,MA,50000,195.8740718,Minimally Effective,1
3332,14,Mid,MA,48000,226.2214694,Developing,1
3333,29,Career,MA,63000,208.9026452,Developing,1
3334,20,Experienced,MA,54000,202.1540304,Developing,1
3335,2,New,MA,36000,199.3380082,Minimally Effective,1
3336,2,New,BA,35000,187.1062432,Minimally Effective,1
3337,10,Mid,BA,43000,226.5465663,Developing,1
3338,1,New,PhD or EdD,36000,254.5541496,Proficient,1
3339,19,Experienced,MA,53000,285.7040733,Highly Effective,0
3340,16,Experienced,MA,50000,240.1941042,Developing,1
3341,1,New,PhD or EdD,36000,192.4358191,Minimally Effective,0
3342,3,Novice,BA,36000,169.8181625,Minimally Effective,1
3343,24,Experienced,MA,58000,222.1747538,Developing,1
3344,22,Experienced,BA,55000,231.5836296,Developing,1
3345,11,Mid,MA,45000,250.1626099,Proficient,0
3346,10,Mid,BA,43000,210.6964133,Developing,0
3347,19,Experienced,MA,53000,216.142845,Developing,0
3348,11,Mid,BA,44000,230.6293555,Developing,1
3349,21,Experienced,MA,55000,239.9931577,Developing,1
3350,17,Experienced,BA,54000,238.8732751,Developing,1
3351,25,Career,BA,58000,180.3795363,Minimally Effective,1
3352,6,Novice,MA,40000,247.8145615,Developing,1
3353,9,Mid,MA,43000,241.3691028,Developing,1
3354,17,Experienced,BA,50000,213.0395169,Developing,0
3355,2,New,BA,35000,200.2019038,Developing,1
3356,25,Career,BA,58000,201.6530712,Developing,1
3357,1,New,MA,35000,239.3890045,Developing,0
3358,14,Mid,BA,49000,241.0677048,Developing,1
3359,18,Experienced,MA,52000,223.7843454,Developing,1
3360,35,Career,BA,68000,235.8344264,Developing,1
3361,7,Mid,MA,41000,219.1796527,Developing,1
3362,14,Mid,MA,48000,245.3491628,Developing,1
3363,15,Mid,MA,49000,219.7346478,Developing,1
3364,11,Mid,BA,44000,262.2551536,Proficient,0
3365,13,Mid,MA,49000,247.2028501,Developing,1
3366,1,New,BA,34000,184.9482114,Minimally Effective,0
3367,3,Novice,MA,37000,218.2669772,Developing,1
3368,2,New,BA,35000,239.274711,Developing,1
3369,25,Career,BA,60000,240.6317554,Developing,1
3370,5,Novice,BA,38000,174.289283,Minimally Effective,0
3371,2,New,BA,35000,173.5481509,Minimally Effective,0
3372,2,New,BA,35000,236.7011823,Developing,1
3373,23,Experienced,MA,57000,224.5523364,Developing,0
3374,4,Novice,MA,38000,204.7927867,Developing,1
3375,25,Career,BA,58000,228.2737378,Developing,1
3376,6,Novice,BA,39000,226.8280165,Developing,1
3377,21,Experienced,MA,59000,244.4133159,Developing,1
3378,32,Career,MA,66000,244.7562154,Developing,1
3379,1,New,BA,34000,235.7151566,Developing,0
3380,8,Mid,BA,41000,229.5512431,Developing,0
3381,2,New,BA,35000,211.5857615,Developing,1
3382,34,Career,BA,67000,204.363205,Developing,1
3383,11,Mid,BA,44000,229.3145959,Developing,1
3384,10,Mid,BA,43000,222.3737904,Developing,0
3385,32,Career,MA,66000,206.9156823,Developing,1
3386,6,Novice,BA,39000,252.7951949,Proficient,1
3387,24,Experienced,MA,58000,215.500189,Developing,1
3388,28,Career,MA,62000,213.3989968,Developing,1
3389,8,Mid,BA,41000,229.2879271,Developing,1
3390,23,Experienced,BA,56000,174.6988737,Minimally Effective,1
3391,10,Mid,MA,44000,193.6440555,Minimally Effective,1
3392,15,Mid,BA,48000,249.8670978,Developing,0
3393,6,Novice,BA,39000,232.1376822,Developing,1
3394,13,Mid,BA,48000,246.65586,Developing,1
3395,6,Novice,BA,39000,243.252333,Developing,1
3396,30,Career,MA,66000,237.9634428,Developing,1
3397,10,Mid,BA,43000,211.0846553,Developing,1
3398,3,Novice,BA,36000,179.7544506,Minimally Effective,1
3399,11,Mid,BA,44000,254.2809787,Proficient,0
3400,23,Experienced,BA,56000,212.9031728,Developing,1
3401,5,Novice,MA,39000,198.4912246,Minimally Effective,1
3402,24,Experienced,MA,60000,258.4137638,Proficient,0
3403,20,Experienced,MA,54000,241.6094631,Developing,1
3404,27,Career,BA,60000,224.3061907,Developing,1
3405,5,Novice,BA,38000,197.5100074,Minimally Effective,1
3406,1,New,MA,35000,223.3915414,Developing,0
3407,2,New,BA,35000,247.4146255,Developing,0
3408,28,Career,BA,61000,239.1125658,Developing,1
3409,11,Mid,BA,44000,285.5496336,Highly Effective,1
3410,9,Mid,BA,42000,220.3017855,Developing,1
3411,8,Mid,MA,42000,209.1640255,Developing,1
3412,11,Mid,BA,44000,224.4839903,Developing,1
3413,24,Experienced,BA,57000,213.9137879,Developing,1
3414,2,New,BA,35000,217.6359131,Developing,1
3415,7,Mid,BA,40000,199.1238628,Minimally Effective,1
3416,25,Career,BA,58000,234.2171067,Developing,0
3417,23,Experienced,BA,56000,260.1517686,Proficient,1
3418,33,Career,BA,66000,228.4795157,Developing,0
3419,2,New,BA,35000,207.2172488,Developing,1
3420,10,Mid,MA,44000,236.6740651,Developing,1
3421,9,Mid,MA,43000,235.9815864,Developing,1
3422,7,Mid,MA,41000,254.4360082,Proficient,1
3423,25,Career,MA,61000,209.7963676,Developing,1
3424,31,Career,BA,66000,243.7756428,Developing,1
3425,34,Career,MA,70000,213.6548354,Developing,0
3426,17,Experienced,BA,50000,270.4088519,Proficient,1
3427,33,Career,BA,66000,234.9313797,Developing,1
3428,5,Novice,BA,38000,250.4205613,Proficient,0
3429,18,Experienced,BA,51000,180.32589,Minimally Effective,1
3430,13,Mid,BA,48000,217.3004405,Developing,1
3431,1,New,BA,34000,198.5729838,Minimally Effective,0
3432,19,Experienced,BA,52000,238.0111756,Developing,1
3433,10,Mid,MA,44000,265.5079355,Proficient,1
3434,7,Mid,MA,41000,195.9735937,Minimally Effective,1
3435,28,Career,MA,62000,256.4126963,Proficient,1
3436,1,New,BA,34000,247.1317585,Developing,1
3437,7,Mid,BA,40000,215.8172021,Developing,0
3438,1,New,MA,35000,231.291182,Developing,1
3439,15,Mid,BA,48000,237.7572912,Developing,1
3440,2,New,MA,36000,190.813006,Minimally Effective,1
3441,14,Mid,MA,48000,251.2743532,Proficient,1
3442,3,Novice,BA,36000,192.8644379,Minimally Effective,1
3443,1,New,BA,34000,197.0762666,Minimally Effective,0
3444,2,New,BA,35000,180.5873464,Minimally Effective,1
3445,22,Experienced,BA,55000,272.5379749,Proficient,1
3446,23,Experienced,MA,57000,208.6026874,Developing,1
3447,26,Career,BA,59000,202.334339,Developing,1
3448,25,Career,BA,58000,256.0873076,Proficient,1
3449,10,Mid,BA,43000,239.353828,Developing,1
3450,5,Novice,BA,38000,173.5335075,Minimally Effective,1
3451,20,Experienced,MA,56000,269.2091854,Proficient,1
3452,1,New,MA,35000,205.3353634,Developing,1
3453,7,Mid,BA,40000,181.3410779,Minimally Effective,1
3454,23,Experienced,MA,57000,198.1715819,Minimally Effective,0
3455,10,Mid,MA,44000,240.5058935,Developing,1
3456,11,Mid,BA,44000,212.7732362,Developing,1
3457,26,Career,BA,59000,230.1224571,Developing,1
3458,20,Experienced,BA,53000,209.041005,Developing,0
3459,20,Experienced,MA,54000,214.9912304,Developing,1
3460,3,Novice,BA,36000,229.2609174,Developing,1
3461,27,Career,BA,60000,282.7130392,Highly Effective,1
3462,5,Novice,BA,38000,224.5925614,Developing,1
3463,5,Novice,BA,38000,218.6848848,Developing,1
3464,1,New,BA,34000,140.1318255,Ineffective,1
3465,10,Mid,BA,43000,202.5298576,Developing,1
3466,13,Mid,MA,47000,190.4728802,Minimally Effective,1
3467,25,Career,BA,58000,204.519743,Developing,1
3468,19,Experienced,BA,52000,241.8413959,Developing,1
3469,3,Novice,MA,37000,218.7544526,Developing,1
3470,2,New,BA,35000,177.3679326,Minimally Effective,1
3471,5,Novice,BA,38000,207.6062862,Developing,0
3472,19,Experienced,MA,53000,252.0079401,Proficient,1
3473,2,New,MA,36000,192.1336557,Minimally Effective,1
3474,9,Mid,MA,43000,199.4631501,Minimally Effective,1
3475,16,Experienced,BA,49000,225.7768399,Developing,1
3476,5,Novice,BA,38000,214.9603398,Developing,1
3477,25,Career,BA,58000,235.0792884,Developing,1
3478,11,Mid,BA,46000,219.8421658,Developing,1
3479,30,Career,BA,63000,224.23422,Developing,1
3480,30,Career,BA,63000,263.6770133,Proficient,0
3481,6,Novice,MA,40000,213.2597777,Developing,0
3482,26,Career,BA,59000,261.5001539,Proficient,1
3483,1,New,MA,35000,170.4707463,Minimally Effective,0
3484,7,Mid,PhD or EdD,42000,245.3899544,Developing,1
3485,14,Mid,MA,48000,207.2574002,Developing,1
3486,26,Career,BA,61000,206.4774488,Developing,1
3487,26,Career,MA,60000,201.1120441,Developing,1
3488,9,Mid,MA,43000,223.4757679,Developing,1
3489,28,Career,MA,62000,251.1811603,Proficient,1
3490,5,Novice,MA,39000,224.1114616,Developing,0
3491,17,Experienced,MA,51000,216.5246174,Developing,1
3492,18,Experienced,MA,54000,220.9330477,Developing,1
3493,18,Experienced,BA,51000,207.5587397,Developing,0
3494,2,New,MA,36000,237.31775,Developing,0
3495,4,Novice,BA,37000,140.6123966,Ineffective,1
3496,18,Experienced,MA,52000,257.6699566,Proficient,1
3497,33,Career,BA,68000,213.1974733,Developing,0
3498,11,Mid,MA,45000,200.870651,Developing,0
3499,14,Mid,BA,47000,268.6417987,Proficient,1
3500,1,New,MA,35000,202.9791378,Developing,1
3501,30,Career,BA,65000,235.4892091,Developing,0
