Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 28 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
63,3/6/2017 18:50,3/6/2017 18:52,Partial,,,,English,https://mail.aol.com/webmail-std/en-us/suite,https://mail.aol.com/webmail-std/en-us/suite,1488844230_58bdf5c62bc336.71470837,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7",,142.255.65.63,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2024,Cohort 27,50430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3/6/2017 19:06,3/6/2017 19:14,Complete,,,,English,https://mail.aol.com/webmail-std/en-us/suite,https://mail.aol.com/webmail-std/en-us/suite,1488845166_58bdf96e439228.58594202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7",,142.255.65.63,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2024,Cohort 27,50430,,17K546,,,,,,,,,,9,10,,,,Self-contained,,,,English,02/03/0017,Highly Effective,Highly Effective,Highly Effective,Fabulous teacher in tnat Mr Harris was very prepared and had respect ov the students,Effective+,Highly Effective,Highly Effective,very respectful of the students and the students had respect of each other and the teacher,Highly Effective,Highly Effective,Highly Effective,prepared the questioning and the students were consistently performing.,Highly Effective,The lesson was very understandable and continuously asked questions of the students.,Above Average,
65,3/6/2017 19:15,3/6/2017 19:23,Complete,,,,English,https://mail.aol.com/webmail-std/en-us/suite,https://mail.aol.com/webmail-std/en-us/suite,1488845706_58bdfb8a331eb3.37040491,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7",,142.255.65.63,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2024,Cohort 27,51146,,17K354,,,,,,,6,7,8,,,,,,,,,N/A,Math,02/02/0017,Effective,Effective,Effective,Ms. Simpson knew her subject and differentiated while explaining the problems,Effective,Effective,Effective,The teacher is effective and explains each math problem.,Effective,Effective,Developing+,Ms. S is developing ways to internally assess,Developing+,Ms. Simpson had control of the class and answered student's questions,Average,
67,3/7/2017 9:49,3/7/2017 9:51,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488898147_58bec86396abb4.45810771,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,72.76.84.221,-74.29859924,40.23210144,United States,Freehold,NJ,7728,112,Cohort 27,50695,,K220,,,,,,,,,8,,,,,,,,,N/A,Science,2/27/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective+,,Effective+,,Above Average,
68,3/7/2017 9:51,3/7/2017 9:53,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488898310_58bec906004f62.31886517,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,72.76.84.221,-74.29859924,40.23210144,United States,Freehold,NJ,7728,112,Cohort 27,50516,,K540,,,,,,,,,,9,,,,,,,,N/A,Science,3/21/2017,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,,Top 10%,
69,3/7/2017 9:54,3/7/2017 9:56,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488898461_58bec99d4e5193.96393579,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,72.76.84.221,-74.29859924,40.23210144,United States,Freehold,NJ,7728,112,Cohort 27,50254,,K656,,,,,,,,,,,,11,,CTT/ICT,,,,,English,3/6/2017,Effective+,Effective+,Effective+,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,,Above Average,
70,3/7/2017 9:56,3/7/2017 9:58,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488898594_58beca22bc6f54.68405169,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,72.76.84.221,-74.29859924,40.23210144,United States,Freehold,NJ,7728,112,Cohort 27,50941,,K227,,,,,,,6,,,,,,,,,,,N/A,Science,3/3/2017,Effective+,Effective+,Effective+,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Highly Effective,,Above Average,
71,3/7/2017 11:35,3/7/2017 11:43,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488904498_58bee13243f4f1.41300034,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,24.193.116.145,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,1821,Cohort 27,51160,,K527,,,,,,,6,,,,,,,,,,,,English,3/6/2017,Effective+,Effective,Effective,"This lesson introduced the Renaissance to the class. The Do Now was a visual review of the medieval period, the historical period preceding the Renaissance in Europe. Two pictures that depicted scenes from the Renaissance were projected on the screen and students were directed to compare what they knew about feudalism to the projected images. The prompt was, ""How are these pictures similar or different from what we know about medieval times?"" After students wrote, they shared what they know about feudalism and noted the differences between the prosperity seen in the Renaissance images and the devastation caused by the black plague at the end of the medieval period. They displayed an enormous amount of factual information and almost everyone in the class was eager to add to the review. Ms. Haynes asked the students to think about what could happen after the Black Plague killed 1/3 of the population of Europe. This segued into the lecture that introduced the Renaissance. Ms. Haynes told the students that during the week they were going to learn about the Renaissance in Europe. She had prepared a series of Power Point slides that outlined the highlights of the period and as she expanded on the information on each slide, students diligently took notes.  At the end of the period she put the homework reading assignment on the board and the prompt for the Exit Ticket. ""How did we get from the end of the Middle Ages to the Renaissance? Was your prediction right? What major events happened?"" The prompt was confusing and when she noticed the students' restlessness, she took time to clarify and explain.  This allowed the students to complete the Exit Ticket by the end of the period.",Effective+,Effective+,Highly Effective,"The students were fully engaged in the class. They responded to the Do Now, eagerly shared their knowledge of the middle ages during the review, uncomplainingly took notes during the lecture, asked interesting and pertinent questions, and completed their Exit Tickets. There was no loss of instructional time. The lesson proceeded quickly and efficiently. Students knew that Monday was the day for the introductory lesson and Ms. Hayes kept reminding them what would be the focus of each following day of the week.",Effective,Effective,Effective,"The learning task was clear—students were introduced to the Renaissance period and were encouraged to compare it to the Middle Ages and to consider how the two periods were connected. Students were eager to participate and made unsolicited connections to what they were learning in their English class about important figures in the Renaissance.  Most students contributed to the class discussion, but more wanted to.  The pacing needed to be brisk, but to allow more voices to be heard let the students speak in turn before the teacher speaks at the end of the answer response time and with a summary of what was said and a connection to what will follow in the lesson. Also, to help students formulate their own questions while keeping up the brisk pace, ask more challenging rhetorical questions at different points of the lecture that connect to the lessons that will follow during the week.Assessments were used at the beginning and the end of the period. Feudalism was reviewed and Ms. Haynes praised the students for their high quiz grades from the week before.  An Exit slip monitored the students' thinking. When it was obvious that the students were confused by the exit slip prompt the directions were clarified and guidance on how to organize the answer's information was provided. Students were then able to be successful in completing the assessment.",Effective,"Ms. Haynes knew that this was a very good lesson, and we were able to discuss ways that it could have been made even better. Ms. Hayes is considering a Renaissance Fair rather than a test for the final project for this unit.",Average,
72,3/7/2017 20:25,3/7/2017 20:29,Partial,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488936279_58bf5d57b03d24.93472232,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,,24.38.201.187,-73.97789764,40.64410019,United States,Brooklyn,NY,11218,181,Cohort 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3/7/2017 20:29,3/7/2017 20:47,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488936545_58bf5e61cbda94.65898221,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,,24.38.201.187,-73.97789764,40.64410019,United States,Brooklyn,NY,11218,181,Cohort 27,50288,,K549,,,,,,,,,,9,,,,,,,,,English,2/3/2017,Effective+,Effective+,Effective+,Solid knowledge of important concepts and their relationships. Outcomes rigorous. Strong active learning. Positive outcomes and alignment.,Effective,Effective+,Effective,"Behavior tip top. Classroom culture engaged and enthusiastic. Self-disciplined. Need for ""classroom management"" minimal.",Effective,Effective,Effective,"Questioning multi-leveled and provocative. Tasks and activities aligned, engaging, and effective. Assessment available in written, oral and participatory ways.",Effective,Self-reflective and creative. Thinks things through and willing to try and explore new means.,Top 10%,
74,3/8/2017 13:37,3/8/2017 13:58,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1488998251_58c04f6b4c6937.73376672,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:51.0) Gecko/20100101 Firefox/51.0,,24.38.201.187,-73.97789764,40.64410019,United States,Brooklyn,NY,11218,181,Cohort 27,50738,,X214,,,,,,5,,,,,,,,,,,,,English,2/28/2017,Developing+,Developing+,Developing+,Teacher is aware of concepts but doesn't always connect related aspects. Outcomes were various but few reflected integrated learning. The writing activity was poorly defined.,Developing+,Developing+,Developing+,Culture varied from attentive to inattentive with no real cohesion.  Some instruction time lost due to uneven pacing. Student behavior varied from perfect to off the wall. Much chatter and some disrespect.,Developing+,Developing+,Developing+,"Writing lesson w/o questioning, pacing left large holes with nothing for students to do, which resulted in occassional chaos, although tasks basically aligned with intended outcomes.",Effective,Teacher understand clearly there are problems and needs support (which she is not getting at her school) to get it together. We are working closely to this end. Her ontent and planning are excellent. Mainly an implementation issue.,Average,
75,3/8/2017 16:20,3/8/2017 16:22,Partial,,,,English,https://mercury.brooklyn.cuny.edu/owa/redir.aspx?SURL=4pFerhgUhgeYUMj6l8dy0-nDydTacDnJfxJllSbl96EAk0,https://mercury.brooklyn.cuny.edu/owa/redir.aspx?SURL=4pFerhgUhgeYUMj6l8dy0-nDydTacDnJfxJllSbl96EAk00paGbUCGgAdAB0AHAAcwA6AC8ALwB3AHcAdwAuAHMAdQByAHYAZQB5AGcAaQB6AG0AbwAuAGMAbwBtAC8AcwAzAC8AMwAzADMANQAyADcAOQAvAEYARABJAC0AMgAwADEANgAtADEANwAtAEIAQwAtAFIAMwA.&URL=https%3a%2f%2fwww.surveygizmo.com%2fs3%2f3335279%2fFDI-2016-17-BC-R3,1489008010_58c0758adbda54.51757038,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,100.38.240.78,-73.9457016,40.62519836,United States,Brooklyn,NY,11210,166,Cohort 27,51109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3/10/2017 7:42,3/10/2017 8:34,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489149617_58c29eb1a6d2b1.57376840,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50710,,Q226,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/28/2017,Effective,Effective,Effective,"The fellow is knowledgeable teaching ELA/Reading to the students. The students were assigned a ""Do Now"" Where they had to answer a question ""What is the Improtance of an author's word choice."" The students wrote their answers in full sentences and discussed with their partners their answers. The students then discussed with the entire class that the authors words are to get the auttthors words are to get the readers attentionto the story. The fellow then read the Learning Objective to the class and explained to them they wiould identify the ""Tone"" and ""Mood"" of ashort story called ""The Story of an Hour"" by Kate Chopin. The fellow discussed with the students what the ""Tone"" and ""Mood"" of a story is and how to discover them. The students wrote the definition of ""Tone and Mood in their notebooks. The students were assigned a short paragraph to read prior to the story in order to describe the authors ""Tone and Mood"" in the paragraph and for the students understanding of what they were looking to find. The students were involved in the discussion and used their thinking abilities to describe the feelings of the characters in the paragraph. The main part of the lesson the fellow gave the students background information about the short story and that it takes place in the 19th century and how women were treated. The students read the story with the fellows assistance and answered questions pretaining to the ""Mood and Tone of the story.  They then discussed how thee ""Mood and tone affected them and how they would respond today.",Effective,Effective,Effective,"The lesson showed awareness of the interest of the students. The students were placed into parallel groups as per school requirements for ICT classes. There was active involvement of the students and the lesson stressed understanding of what the students read and how ""Tone and Mood"" of a story affects the reader. The students gave their opinions of the story and how they can determine the authors writing by the characters ""Tone and Mood."" The student's behavior is appropriate for this classroom setting. The fellow gets along well with the students and responds to them respectfully during the lesson.",Effective,Effective,Effective,"The students were involved in the lesson and discussed the ""Tone and Mood"" of the story with each other and the Fellow.  The students were guided through the presentation and were allowed the leeway to give their opinions of the story and it Mood and Tone. The activities assigned made the students use their cognative abilities and stimulate their thinking. The lesson was a double period and this gave the students enough time to finish their assignments.",Effective,"The students were involved in the lesson. The fellow felt the students understood how the author brought the ""Tone and Mood"" of the character to the story. The students also discussed the main points of the character and why she acted as she did.",Average,
78,3/10/2017 8:38,3/10/2017 9:28,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489152911_58c2ab8f4f7d51.85774797,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50641,,Q226,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/28/2017,Effective,Effective,Effective,"The fellow is capable teaching science to her class.  The fellow introduced the ""Do Now"" to the class by having them answer one of two questions. ""What is the process of Correlation"" or ""How does the method of matching rock layers play an important role to relative age."" The students wrote their answers with their partners prior to the entire group. The students then were shown a short video explaining atoms and isotopes.The students took notes and discussed with their groups their answeres to questions about atoms and isotopes. The students also discussed science vocabulary such as ""Absolute Age"" ""Radioactive Decay"" and Radiometric Ages."" The students discussed the meanings of the words and wrote the definitions for them. They then had to place the definiton in correct sequence with the topics. The students summed up the lesson and discussed the key points of the lesson.",Effective,Effective,Effective,There was learning taking place in this classroom. The students were placed into parallel groups as per school policy. The lesson procedure helped stimulate divergent thinking among the students and allowed for individual student differences. Routines were followed during the lesson. The students followed procedures with little prompting from the fellow.,Effective,Effective,Effective,"The students where asked questions that made them think about scientific methods and how to measure Radioactive decay,  radioactive ages  atoms, Isotopes and carbon 14 data.The directions the fellow gave the class helped them complete their assigned tasks. The instructional outcomes involved the students in the lesson. The scientific activity allowed the students to participate in the lesson. The writing assignment for this lesson was appropriate and understood by the students. Questions were asked of the students to assess if they understood what they were being taught. The students were asked to sum up their portion of the lesson by discussing the vocabulary and how they measured ages in rocks and other organisms.",Effective,The fellow felt that the students participated in the parallel work groups. The lesson went went well and the students that needed extra help received it.,Average,
79,3/10/2017 9:32,3/10/2017 10:00,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489156336_58c2b8f0a2a456.71619466,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50786,,K656,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/8/2017,Effective,Effective,Effective,"The fellow is knowledgeable teaching chemistry to her students. Her plans displayed an understanding of the subject and how to relate it to the students she teaches. The fellow gave clear instructions to the class as how to complete the ""Do Now"" by providing explicit instructions. The students were asked to compare and contrast properties of acids and bases. The fellow circulated throughout the room asking questions as to the students undestanding of their work. The students were then asked to share the information with their partners and groups they were set up in. The fellow explained and modeled a practice problem of two chemistry theroies to the students. The students were asked to use the thories to determine types of acids and bases in a given substance. The reading and writing activities took into account the students understanding of the two chemistries theroies. The students used white boards to explain their work and were questioned as to their outcomes.",Effective,Effective,Effective,The students interacted with each other and the teachers during the lesson. The students were challengedd throughout the lesson to their understanding of the two theroies. The fellow manages the classroom environment well. Questions the students had to answer were on the desk when the students arrived. The students are aware ofwhat is expected of themin the classroom enviromentand their behavior was appropriate for a 10th grade class.,Effective,Effective,Effective,The students were questioned about properties of acid and base. They discussed with the fellow what they learned and how they found acids and bases of a given substance. The students were engaged in the lesson and asked to state their findings and explain what the theroies proved. Assessment was taking place during the lesson as students were questioned as to what they found and write their answers on an exit ticket to be checked.,Effective,The fellow stated the students participated in the lesson. She felt the lesson should have been slowed down a little as for all to to comprehend.the work.,Average,
80,3/10/2017 10:06,3/10/2017 10:47,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489158377_58c2c0e95fcd76.91568203,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50313,,K569,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/3/2017,Effective,Effective,Effective,"The fellow is knowledgeable teaching Social Studies/ELA to the students. The students were aske to write a paragraph as to who they have more in common with their HS principal or students in China. The students were chosen to read their paragraphs and a discussion was held as to why they chose the questions. The fellow then explained to the class that they were going to read poems by Langston Hughes about the trial of the ""Scottsboro Boys"" case which they have been studing. The fellow modeled and read the first poem for the students. They then interperted the meaning of the poem by sentences. The students then read the next three poems and discussed and interperted the meaning of each of the reason for the poems. The students then discussed racism with the fellow and each other. They discussed who benifits from racism and who is harmed by racism. The students were then given laptops to investigate and do independent study about   the ""Scottsboro Boys"" and the fight against racism.",Effective,Effective,Effective,"The students were involved in the lesson. They answered questions and interpreted the poems in a proper educational manner.  A discussion about the ""Scottsboro Boys"" was held and completed. The students were interested in doing the research on their laptops. The students were well behaved and courteous to the fellow.",Effective,Effective,Effective,"The fellow engaged the students in discussions with each other in order for them to question what was being taught and use critical thinking skills. The fellow gave the students enough time to work on these skills and explained to them the need to complete their research and writing. The taskes assigned the students were designed to challenge their cognitive abilities. The fellow created a discussion between the students in order to get them to usr theit intellect in reading and writing research papers. The fellow modeled how to answer questions about the poems about the ""Scottsboro Boys"" The students then started their research in order to write their papers.",Effective,The fellow sstated the lesson went as planned. The students were involves and interested in Langston Hughes and the Scottsboro Boys.,Average,
81,3/10/2017 10:51,3/10/2017 11:12,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489161067_58c2cb6b4a29a2.31007423,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50620,,K563,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,3/2/2017,Effective,Effective,Effective,"The fellow is capable teaching Quadratic equations to her students. The students were assigned a ""Do Now"" Regents test question using equations. The fellow reviewed the equation with the students and taught them how to use a graphing caluator to complete their work. The lesson plan clearly stated the Learning Objective and matched what was being taught. The fellow clearly explained to the students how to do the equations being taught and showed the students the main point of thwe quadrate equations. The learning activities during the lesson allowed for individual differences in student abilities.",Effective,Effective,Effective,The students were involved in the math lesson. The lesson stressed process as well as recall of math activities and how to break the equations down using steps with explanations. Class room procedures went well. The students understand what is expected of them during the lesson and they cooperate with the fellow and conent teacher. The students were broken up into groups of four and worked on the equations and discussed their reasons for their answers.  Student behavior was approprite for this setting.,Effective,Effective,Effective,The students were engaged in the lesson and completed their assigned tasks. The fellow modeled the first equation for her students and the students then worked on the other equations to them. Assessment was used during the lesson as the students had to complete their work and explain their answers to the teachers and class.,Effective,The fellow stated that the students comprehend most of the math work but she will review the work with them at the next class meeting. The fellow will also helpthe students with the graphing calculators as the students were still having trouble undeerstanding how to use them.,Average,
82,3/10/2017 11:17,3/10/2017 11:51,Complete,,,,English,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,https://www.surveygizmo.com/s3/3335279/FDI-2016-17-BC-R3,1489162644_58c2d1942b4ef1.46674858,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.68.170.192,-73.84459686,40.57490158,United States,Rockaway Park,NY,11694,2019,Cohort 27,50400,,K633,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/6/2017,Effective,Effective,Effective,The fellow teaches Literacy to her students. She is knowledgeable teaching ELA/Literacy. The students were asked to describe problems in socity and write in a paragraph thier feelings and explain it to their reading/writing group. The students were then given literature books and placed into literature circles. The students were given cleaar instructions of their reading requirements. The fellow explained the story the students would read and the activities they would complete from the reading. The fellow helped her reading group complete their read and writing activity. The learning activities helped the students understand their lesson through process and recall and reinforce the learning objective.,Effective,Effective,Effective,The students were placed into six literacy circles of five persons each. The students interacted with each other and the teachers. The students were questioned about their reading assignments and had to write a paragraph about what they learned and use quotes from the reading. The students followed proceduresand completed the assignments. The students and teachers get along in a professional manner.,Effective,Effective,Effective,"The students were questiooned about their understanding of the books they were reading. They had to identify key points of the stories and write down and explain in full paragraphs the ideas they found. The students discussed the setting,plot and characters of the story. The students were instructed that their writing assignment must be concise and through. The lesson stressed recall   and procedure of the sturies.",Effective,The fellow felt the students were engaged in the lesson. They answered questions and discussed  the  impact of the aauthors writing and language on them. The students completed their worksheets and handed them in to be checked.,Average,
