Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
18,3/17/2017 13:57,3/17/2017 14:03,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489773430_58cc23769ce035.45569042,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.66.236.112,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2087,Cohort 27,50252,2087,,,,,,5,,,,,,,,,,,,N/A,Science,02/16/0017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective+,Effective,,Effective,,Above Average,
19,3/17/2017 14:02,3/17/2017 14:05,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489773708_58cc248c962df3.97172270,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,70.199.150.53,-122.3320999,47.60620117,United States,Seattle,WA,98111,1908,Cohort 27,51156,M349,,,,,,,,,8,,,,,,,,,N/A,ESL,3/3/2017,Developing+,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Above Average,
20,3/17/2017 14:03,3/17/2017 14:07,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489773825_58cc250177d364.39252258,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.66.236.112,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2087,Cohort 27,50937,2087,,,2,,,,,,,,,,,,,,,N/A,Bilingual,03/02/0017,Developing,Developing,Developing,,Developing+,Developing+,Developing+,,Developing,Developing+,Developing+,,Developing,,Below Average,
21,3/17/2017 14:07,3/17/2017 14:10,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489774055_58cc25e77236c7.64215239,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.66.236.112,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2087,Cohort 27,50706,2087,,,,,,5,,,,,,,,,,,,N/A,Bilingual,02/15/0017,Effective,Effective,Effective,,Effective,Effective,Effective,,Developing+,Effective,Effective,,Developing+,,Average,
22,3/17/2017 14:10,3/17/2017 14:12,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489774242_58cc26a2670dd2.56193880,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.66.236.112,-73.98549652,40.6617012,United States,Brooklyn,NY,11215,2087,Cohort 27,50231,2087,,1,,,,,,,,,,,,,,,,N/A,Bilingual,02/14/0017,Developing,Developing,Developing+,,Developing,Effective,Developing+,,Developing+,Developing+,Effective,,Developing+,,Average,
23,3/17/2017 14:26,3/17/2017 14:36,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489775139_58cc2a2395bfe8.86118534,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.102.102.43,-73.91210175,40.7621994,United States,Astoria,NY,11103,1914,Cohort 27,50427,K091,,,,,4,,,,,,,,,,Self-contained,,,,Bilingual,3/13/2017,Highly Effective,Effective,Effective,,Effective+,Highly Effective,Highly Effective,,Highly Effective,Highly Effective,Developing+,The results of built in assessment is not evidenced by the recording of data or analysis or statement of future analysis of data.,Effective,,Above Average,
24,3/17/2017 14:28,3/17/2017 14:44,Complete,,,,English,https://mail.hunter.cuny.edu/owa/redir.aspx?C=1XE6wHh0TB6MXGq6Lwd-ICXtPZ3vI7IcEUn6lSYg4OSJwpkrYm3UCA,https://mail.hunter.cuny.edu/owa/redir.aspx?C=1XE6wHh0TB6MXGq6Lwd-ICXtPZ3vI7IcEUn6lSYg4OSJwpkrYm3UCA..&URL=https%3a%2f%2fwww.surveygizmo.com%2fs3%2f3337062%2fFDI-2016-17-HC-TESOL-R3,1489774949_58cc29658f4a19.79782702,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.72.183.223,-73.8832016,40.75170135,United States,Jackson Heights,NY,11372,2056,Cohort 27,50534,M188,,1,,,,,,,,,,,,,,,,N/A,Bilingual,3/10/2017,Effective+,Developing+,Developing+,"Instruction was set up with the teacher demonstrating her own writing and process, followed by the students practicing this on their own. The next step is for the teacher to develop supportive structures for different groups of students.",Effective,Effective+,Effective+,Students were engaged and aware of the structures and routines for the instructional period.,Effective,Effective+,Developing+,,Effective,,Above Average,
25,3/17/2017 14:37,3/17/2017 14:45,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489775867_58cc2cfb580349.19749944,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.102.102.43,-73.91210175,40.7621994,United States,Astoria,NY,11103,1914,Cohort 27,50012,K001,,,,,4,,,,,,,,,,Self-contained,,,,Bilingual,3/8/2017,Developing+,Developing+,Highly Effective,differentiated learning out of stations to station activities and students in  pre-selected assigned groups,Highly Effective,Effective+,Effective,,Developing,Developing,Highly Effective,Developed a program to recored and graph results of  student assessment  (informal),Effective,,Above Average,
26,3/17/2017 14:46,3/17/2017 14:55,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489776352_58cc2ee0618b94.88091053,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,24.102.102.43,-73.91210175,40.7621994,United States,Astoria,NY,11103,1914,Cohort 27,50952,K090,,,,,,,6,,,,,,,CTT/ICT,Self-contained,,,,Bilingual,3/8/2017,Developing,Developing,Developing+,,Effective+,Developing+,Developing+,,Effective,Effective,Developing,,Effective,,Average,
28,3/17/2017 14:56,3/17/2017 15:00,Complete,,,,English,https://mail.hunter.cuny.edu/owa/redir.aspx?C=A_ctGys_mbtAhPE6bxCaUsjxkdWdsUIoEXurX5G39XeeosQ-Z23UCA,https://mail.hunter.cuny.edu/owa/redir.aspx?C=A_ctGys_mbtAhPE6bxCaUsjxkdWdsUIoEXurX5G39XeeosQ-Z23UCA..&URL=https%3a%2f%2fwww.surveygizmo.com%2fs3%2f3337062%2fFDI-2016-17-HC-TESOL-R3,1489776959_58cc313f3bde81.58420985,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,74.72.183.223,-73.8832016,40.75170135,United States,Jackson Heights,NY,11372,2056,Cohort 27,50062,M161,,1,,,,,,,,,,,,,,,,N/A,Bilingual,3/1/2017,Effective+,Effective+,Effective+,Teacher supported different groups of learners with tools and examples.,Effective+,Effective+,Effective+,,Developing+,Effective+,Effective,,Effective+,,Above Average,
34,3/17/2017 18:14,3/17/2017 18:25,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489788859_58cc5fbb0543f3.19312228,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",,150.210.231.20,-73.98259735,40.73910141,United States,New York,NY,10010,1855,Cohort 27,50022,Q017,,1,,,,,,,,,,,,,,,,,Bilingual,3/13/2017,Effective,Effective,Effective,"The TC curriculum on teaching poetry through reference to the five senses is extremely flawed.  Yaslibel did her best with what was offered, but as she becomes more experienced , she will free to make extreme changes to this material.",Highly Effective,Highly Effective,Highly Effective,"Yaslibel has created a supportive and loving classroom environment for these young children.  She is gentle but confident, structured and flexible. The students are happy, enthusiastic and engaged.						 Yaslibel's classroom is a little oasis of happiness. She creates a positive, safe environment for learning.",Effective,Effective+,Effective+,Clear language . Has a  good way of deconstructing information so that children seem to understand.Repeats when necessary,Effective+,Reflective and eager to get feedback.,Average,
35,3/17/2017 18:26,3/17/2017 18:34,Complete,,,,English,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,https://www.surveygizmo.com/s3/3337062/FDI-2016-17-HC-TESOL-R3,1489789559_58cc6277e683c5.58271285,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",,150.210.231.20,-73.98259735,40.73910141,United States,New York,NY,10010,1855,Cohort 27,50834,Q017,,,,3,,,,,,,,,,,,,,,Bilingual,3/13/2017,Highly Effective,Highly Effective,Highly Effective,Denisse follows the curriculum but modifies it enough to make it interesting for the students.,Effective+,Highly Effective,Highly Effective,Classroom environment is positive with lots of participation by the students.,Highly Effective,Highly Effective,Effective+,Classroom environment is positive with lots of participation by the students.,Effective+,An effective assessment of lesson.,Above Average,
36,3/18/2017 9:36,3/18/2017 10:00,Complete,,,,English,https://outlook.live.com/,https://outlook.live.com/,1489844204_58cd37ec9604c1.70170083,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:48.0) Gecko/20100101 Firefox/48.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:48.0) Gecko/20100101 Firefox/48.0,,108.27.26.69,-73.81130219,40.78730011,United States,Whitestone,NY,11357,1886,Cohort 27,50479,K214,,,2,,,,,,,,,,,,,,,,Bilingual,3/3/2017,Effective,Effective,Effective,,Effective,Effective,Developing+,,Developing+,Effective,Effective,,Effective+,,Average,
